DUPLICATES,SEQUENTIAL,MAX_MEMORY,ENV_SHARED_CACHE,REPLICATED,ENV_IS_LOCKING,CACHE_MODE,TEMPORARY,JE_FILE_LEVEL,ENV_BACKGROUND_READ_LIMIT,LOCK_DEADLOCK_DETECT,TXN_SERIALIZABLE_ISOLATION,JE_DURABILITY,ADLER32_CHUNK_SIZE,CHECKPOINTER_BYTES_INTERVAL,LOCK_DEADLOCK_DETECT_DELAY,time
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11.022
0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,11.191
0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,10.619
1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,5.342
1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,14.875
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,10.372
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,18.362
1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,22.933
0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,23.224
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,10.467
0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,10.407
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,8.022
1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,6.446
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,14.979
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.944
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,4.396
0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,10.414
0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,5.132
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,11.627
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,7.183
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.329
1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,8.218
1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,7.669
0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,23.32
1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,14.982
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,18.131
0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,4.743
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,7.189
1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6.741
1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,7.857
1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,14.828
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,21.176
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.853
1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,14.941
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,10.636
1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,7.143
0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,23.275
1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4.845
1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,23.215
1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,5.387
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,26.925
1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,15.069
0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,10.399
0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,26.851
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,18.488
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.419
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,14.972
1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,4.358
1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,8.075
0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,11.767
0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,7.411
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,7.815
1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,6.771
0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,9.898
0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,11.01
1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,21.251
1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,7.822
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,5.399
1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,23.302
1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,5.34
1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,6.789
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.871
1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,7.02
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,7.705
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,7.12
0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5.139
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4.869
1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,5.345
0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,11.703
1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,6.454
0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,23.505
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,26.942
1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,6.723
1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,4.356
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,10.843
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4.386
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,7.289
1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,6.654
0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,7.439
1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,7.85
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10.995
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,10.247
0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,4.757
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,11.04
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,26.877
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.472
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18.566
1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,7.226
0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,4.76
1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,7.629
1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,8.128
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,4.355
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,7.46
0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,18.589
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,18.645
1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,23.522
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18.513
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,6.394
0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,5.159
1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,6.726
1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,7.25
0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,4.739
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.886
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,4.772
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.955
0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,11.046
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,14.878
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,7.222
1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,4.89
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,5.401
0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,10.463
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,14.946
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23.209
1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,6.711
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,10.282
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,4.347
0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,5.148
0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,4.775
1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,6.691
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21.421
0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,11.126
1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,7.651
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,7.629
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,18.591
0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,10.579
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.983
0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,18.704
0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,10.933
0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,7.47
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,4.412
0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,5.156
1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,6.998
1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,7.61
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18.536
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,4.386
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.554
1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,6.823
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.679
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18.464
1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,4.389
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10.79
0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,10.95
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,6.479
1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,4.89
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,4.348
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,11.273
1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,14.976
0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,5.197
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.491
0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,26.81
1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,5.372
1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,4.85
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4.382
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,18.475
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,4.737
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4.361
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,10.989
0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,18.768
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.674
1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,6.685
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,4.371
1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,6.584
0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,23.322
0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,18.562
1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,4.845
1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,14.986
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,4.335
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4.859
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.005
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,6.534
1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,21.269
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,15.05
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.393
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,18.677
0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,11.82
1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,7.217
0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,11.231
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,23.16
1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,23.289
0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,10.628
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,10.366
0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,4.745
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,4.341
1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,6.481
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14.946
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,11.125
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18.38
1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,14.928
0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,11.115
0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,4.79
1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,23.316
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.843
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,23.163
1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,7.593
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.759
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.938
1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,8.255
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,11.097
1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,21.371
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,5.384
1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,6.437
1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,6.98
0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,26.77
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18.699
0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,10.415
1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,6.486
0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,11.784
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10.384
0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,9.888
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,10.458
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10.316
0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,23.3
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,7.227
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.971
1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,7.704
0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,5.165
0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,10.582
0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,7.387
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18.554
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,10.997
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,18.725
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,11.687
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,18.604
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,6.603
1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,4.86
1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,23.284
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.048
0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,4.718
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10.4
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,5.377
1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,8.053
0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,10.406
0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,4.726
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,18.457
1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,7.035
0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,18.474
1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,7.123
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4.341
0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,4.82
0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,11.06
0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,9.966
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,4.772
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,5.377
1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,15.046
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4.79
1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,8.126
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,26.919
1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,6.583
1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,6.885
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,5.352
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,10.265
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,18.634
0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,4.771
0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,11.093
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14.983
0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,18.707
0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10.383
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,7.66
0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,4.802
0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,18.41
1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,7.099
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.201
0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,23.365
1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,14.81
1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,6.915
1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,23.244
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18.384
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.914
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7.309
1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,7.14
1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,7.219
1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,7.759
0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,7.462
0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,23.383
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10.98
0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,23.308
0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,11.072
0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,10.466
0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,18.493
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,4.378
1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,4.852
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,14.955
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,7.246
1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,6.464
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,4.842
1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,21.299
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,10.974
0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,7.471
1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,7.181
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.759
0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,9.894
0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,4.794
0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,11.151
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23.295
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,18.499
1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,6.412
1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4.862
1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7.919
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,18.4
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10.856
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.362
0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,18.575
0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,7.492
1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,5.343
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,4.83
1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,6.496
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,8.138
1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,7.205
0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,7.445
1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,6.869
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.776
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,26.786
0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,7.475
1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,15.081
1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,21.339
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,18.53
1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,4.858
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,4.347
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,18.508
0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,18.459
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,4.895
0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,11.612
1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6.813
0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,10.298
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,10.823
1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,14.854
0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4.72
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,4.382
1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,4.827
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15.019
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,5.387
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26.787
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11.698
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,18.531
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,7.6
1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,4.904
0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,10.389
0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,10.677
1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,6.441
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,9.926
1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,21.21
0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,4.775
0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,11.507
1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,6.703
0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,23.296
0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,11.624
1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,6.563
1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,4.363
0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,5.154
0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,10.277
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.961
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,10.664
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,18.492
